coding	meaning
1140882364	zithromax 200mg/5ml oral suspension
1140882366	klaricid 250mg tablet
1140882374	co-amoxiclav
1140882416	bicillin injection (pdr for recon)
1140882418	ladropen 125mg/5ml suspension
1140882420	ampicillin+cloxacillin
1140882422	co-fluampicil
1140882426	pondocillin 175mg/5ml s/f suspension
1140882432	pivampicillin+pivmecillinam
1140882458	metrotop 0.8% gel
1140882460	utinor 400mg tablet
1140882498	penicillin
1140882506	achromycin 1% eye/ear ointment
1140882514	cidomycin topical cream
1140882516	cidomycin topical ointment
1140882520	cidomycin eye/ear drops
1140882522	garamycin eye/ear drops
1140882530	cicatrin cream
1140882532	cicatrin dusting powder
1140882534	framycetin sulphate+gramicidin 1.5%/0.005% ointment
1140882536	chloromycetin 0.5% redidrops
1140882538	chloramphenicol 0.25% eye drops
1140882542	fucidin cream
1140882544	fucidin ointment
1140882546	fucidin gel
1140882560	polymyxins
1140882564	norzol 200mg/5ml suspension
1140882892	neo-cortef eye/ear ointment
1140883982	framycetin
1140883984	framygen eye drops
1140883986	framygen ear drops
1140883988	fucidin 2% caviject
1140883998	mycifradin powder
1140884002	myciguent ointment
1140884006	graneodin eye ointment
1140884008	oral erythromycin
1140884012	parenteral erythromycin
1140884016	topical erythromycin
1140884022	latamoxef
1140884042	framygen cream
1140884046	soframycin powder
1140884048	framycort eye ointment
1140884050	framycort eye drops
1140884052	framycort ear drops
1140884054	soframycin cream
1140884064	opulets chloramphenicol 0.5% eye drops
1140884066	genticin 0.3% ointment
1140884068	chloramphenicol powder
1140884070	genticin 0.3% eye/ear drops
1140884072	chloromycetin powder
1140884074	gentisone hc ear drops
1140884076	fosfomycin
1140884082	genticin powder
1140884086	cidomycin powder
1140884090	neomycin product
1140884098	cefsulodin
1140884102	cephamycin
1140884114	bacampicillin
1140884118	achromycin 1% eye drops
1140884142	vancocin powder
1140884168	talampicillin
1140884170	carfecillin
1140884176	methicillin
1140884178	pivmecillinam
1140884186	sulphacetamide
1140884190	albucid 10% eye drops
1140884194	ocusol eye drops
1140884198	chlortetracycline
1140884202	aureomycin 3% cream
1140884206	demeclocycline
1140888718	crystapen v 125mg/5ml syrup
1140888720	crystapen 250mg/5ml syrup
1140888758	penicillin v
1140909416	crystapen 1megaunit injection (pdr for recon)
1140909454	benzamycin topical gel
1140909504	ceftibuten
1140909542	vidopen 250mg injection (pdr for recon)
1140909544	vidopen 500mg injection (pdr for recon)
1140909656	cyclomin 50mg tablet
1140909658	cyclomin 100mg tablet
1140909682	cedax 400mg capsule
1140909688	cedax 90mg/5ml oral suspension
1140909690	cedax 180mg/5ml oral suspension
1140909698	klaricid 500mg tablet
1140909716	penicillin g
1140909718	cefamandole
1140909746	rosoxacin
1140909748	methenamine hippurate
1140910046	myciguent eye ointment
1140910360	biomycin
1140910444	pen g - benzylpenicillin
1140910558	fusidate sodium
1140910610	pseudomonic acid
1140910816	nebramycin factor vi
1140910894	ciproxin 400mg/200ml intravenous infusion
1140911714	kefadim 500mg injection (pdr for recon)
1140911716	kefadim 1g injection (pdr for recon)
1140911718	kefadim 2g injection (pdr for recon)
1140911720	kefadim 2g infusion (pdr for recon)
1140911838	minogal 50 tablet
1140911840	minogal 100 tablet
1140912210	polyfax ointment
1140912778	polymyxin b sulphate+trimethoprim eye drops
1140912910	chloromycetin 1% eye ointment 4g
1140912912	minims chloramphenicol 0.5% single-use eye drops 0.5ml
1140912914	sno phenicol 0.5% eye drops 10ml
1140912994	polymyxin b + bacitracin 10,000/500units/g eye ointment 4g
1140912998	polymyxin + trimethoprim 10ku/0.5%/g eye ointment 4g
1140913038	colomycin topical powder 1g
1140916292	almodan 125mg/5ml sugar free syrup
1140916294	almodan 250mg/5ml sugar free syrup
1140916608	rozex 0.75% gel
1140916654	neo-cortef ear drops 10ml
1140916656	neo-cortef eye ointment
1140916846	bactroban 2% nasal ointment
1140917210	primaxin iv 500mg monovial
1140917212	tenkorex 250mg capsule
1140917214	tenkorex 500mg capsule
1140917216	tenkorex 125mg/5ml suspension
1140917218	tenkorex 250mg/5ml suspension
1140917220	tenkorex 500mg tablet
1140917228	meropenem
1140917236	meronem 250mg injection (pdr for recon)
1140917238	meronem 500mg injection (pdr for recon)
1140917240	meronem 1g injection (pdr for recon)
1140917458	metrovex 500mg/100ml infusion bag
1140917474	orelox 40mg/5ml paediatric suspension
1140921786	cefpirome
1140921790	cefrom 1g injection (pdr for recon)
1140921792	cefrom 2g injection (pdr for recon)
1140921842	blemix 100 tablet
1140922030	spiramycin
1140922048	rovamycine 250mg tablet
1140922052	rovamycine 125mg/5ml syrup
1140922556	cyclodox 100mg capsule
1140923472	anabact 0.75% gel
1140923614	augmentin duo 400mg/57mg/5ml s/f suspension
1140923616	tiloryth 250mg e/c granules in capsule
1140923750	meronem 500mg infusion kit
1140923752	meronem 1g infusion kit
1140926570	kiflone 500mg tablet
1140926572	kiflone 250mg capsule
1140926574	kiflone 500mg capsule
1140926576	kiflone 250mg/5ml syrup
1140926578	kiflone 125mg/5ml syrup
1140926868	zoxin 250 capsule
1140926870	zoxin 500 capsule
1140926968	zoxycil 250 capsule
1140926970	zoxycil 500 capsule
1140928674	erymin 250mg/5ml s/f suspension
1140928848	arpimycin 125mg/5ml suspension
1140928850	arpimycin 250mg/5ml suspension
1140928852	arpimycin 500mg/5ml suspension
1141145800	fortum monovial 2g i-v infusion (pdr for recon)
1141146054	keftid 250mg capsule
1141146112	keftid 500mg capsule
1141146120	klaricid xl 500mg m/r tablet
1141147308	noritate 1% cream
1141150930	isotretinoin+erythromycin 0.05%/2% gel
1141150932	isotrexin gel
1141151346	ciproxin 100mg tablet
1141151424	hydrocortisone acetate+neomycin sulphate 1.5%/0.5% eye drops
1141151884	keftid 125mg/5ml s/f suspension
1141151886	keftid 250mg/5ml s/f suspension
1141152062	ampitrin 250mg capsule
1141152068	ampitrin 500mg capsule
1141152070	ampitrin 125mg/5ml oral suspension
1141152128	ampitrin 250mg/5ml oral suspension
1141152130	flucloxin 250mg capsule
1141152132	flucloxin 500mg capsule
1141152134	flucloxin 125mg/5ml oral suspension
1141152200	respillin 250mg capsule
1141152202	respillin 500mg capsule
1141152204	respillin 125mg/5ml oral suspension
1141152206	respillin 250mg/5ml oral suspension
1141152208	respillin 125mg/5ml s/f suspension
1141152210	respillin 250mg/5ml s/f suspension
1141152218	tenkicin 250mg tablet
1141152520	zidoval 0.75% vaginal gel
1141152966	vibramycin acne pack 50mg capsule
1141153228	klaricid adult 250mg/sachet granules
1141153292	polymyxin b sulphate+trimethoprim eye drops 5ml
1141157224	grepafloxacin product
1141157230	raxar 400mg tablet
1141157232	raxar 600mg tablet
1141157340	flucloxacillin product
1141157342	temocillin product
1141157344	amoxycillin product
1141157346	pivampicillin product
1141157348	cefaclor product
1141157350	cefotaxime product
1141157352	cephradine product
1141157354	kanamycin product
1141157356	erythromycin product
1141157358	clindamycin product
1141157364	metronidazole product
1141157366	ciprofloxacin product
1141157396	tobramycin product
1141157438	ciproxin 5g/100ml oral suspension
1141157498	gentamicin product
1141162668	levofloxacin
1141162676	tavanic 250mg tablet
1141162678	tavanic 500mg tablet
1141162680	tavanic 500mg/100ml intravenous infusion
1141163532	erythroped forte sf 500mg/5ml s/f suspension
1141163716	primacine 125mg/5ml suspension
1141163778	primacine 250mg/5ml suspension
1141163784	primacine 500mg/5ml suspension
1141163860	crystapen 1200mg injection (pdr for recon)
1141164834	klaricid 250mg/5ml paediatric suspension
1141166116	neutratop 0.75% gel
1141166128	quinupristin+dalfopristin
1141166132	synercid infusion (pdr for recon)
1141166498	lomefloxacin
1141166502	okacyn 0.3% eye drops
1141166930	claforan 1g infusion (pdr for recon) vial with connector
1141166932	claforan 2g infusion (pdr for recon) vial with connector
1141166956	eryacne 2 topical gel
1141166960	eryacne 4 topical gel
1141167038	rozex 0.75% cream
1141167508	cidomycin 0.3% ointment
1141167608	achromycin 3% ointment
1141167610	cidomycin 0.3% cream
1141168270	cefprozil
1141168330	cefzil 250mg tablet
1141168332	cefzil 500mg tablet
1141168334	cefzil 250mg/5ml oral suspension
1141168372	zithromax 500mg tablet
1141169416	nicef 250mg capsule
1141169418	nicef 500mg capsule
1141170186	doxylar 50mg capsule
1141170534	zyomet 0.75% gel
1141171002	tobi 300mg/5ml nebuliser solution
1141171562	amiclav 250mg/125mg tablet
1141171612	erythromycin+tretinoin 4%/0.025% topical solution
1141171614	aknemycin plus solution
1141172120	periostat 20mg capsule
1141172954	linezolid
1141172958	zyvox 600mg tablet
1141172970	zyvox 600mg/300ml infusion solution
1141173698	ranclav 375mg tablet
1141173700	ranclav 625mg tablet
1141173702	ranclav 125mg/31mg s/f suspension
1141173760	ranclav 250mg/62mg s/f suspension
1141175914	bactroban 2% cream
1141179760	zindaclin 1% gel
1141179928	zyvox 100mg/5ml granules for oral suspension
1141180226	amoxicillin
1141180228	amoxicillin product
1141180368	cefradine product
1141180392	cefalexin
1141180450	cefazolin
1141180644	cefradine
1141181004	colistimethate sodium 500,000units injection (pdr for recon)
1141181008	colistimethate na 1million units inj (pdr for recon)
1141182110	sulfadiazine
1141182122	sulfadimidine
1141182124	sulfadimidine 500mg/5ml paediatric suspension
1141182178	sulfacetamide
1141182666	fluocinolone acetonide+neomycin sulphate 0.025%/0.5% cream
1141182668	fluocinolone acetonide+neomycin sulphate 0.025%/0.5% oint
1141183258	bacticlor mr 375mg m/r tablet
1141184388	periostat 20mg tablet
1141185430	telithromycin
1141185434	ketek 400mg tablet
1141186826	ertapenem
1141186830	invanz 1g i-v infusion (pdr for recon)
1141187100	moxifloxacin
1141187104	avelox 400mg tablet
1141187280	acea 0.75% gel
1141187764	promixin 1million units injection (pdr for recon)
1141187768	colistimethate sodium 1million iu powder for nebulisation
1141187770	promixin 1million iu powder for nebulisation
1141188762	benzoyl peroxide+clindamycin
1141188766	duac once daily gel
1141190776	gentamicin 80mg/50ml intravenous infusion
1141191010	sebomin mr 100mg m/r capsule
1141192042	kerymax 250mg e/c granules in capsule
1141192154	metrosa 0.75% gel
1141192340	silver sulfadiazine
1141193808	colomycin 2million units injection (pdr for recon)
1141193810	colistimethate sodium 2million units inj (pdr for recon)
1141195072	amoxident 250mg capsule
1141195074	amoxident 500mg capsule
1141195112	sulfaguanidine
1141195580	cidomycin adult injectable 80mg/2ml injection ampoule
1141195582	cidomycin adult injectable 80mg/2ml injection vial
1141200706	suprax 100mg/5ml paediatric suspension 50ml
